aid,candid,corrected,dec,dubious,e_dec,e_mag,e_mag_corr,e_mag_corr_ext,e_ra,fid,has_stamp,isdiffpos,mag,mag_corr,mjd,oid,parent_candid,pid,ra,sid,tid,diffmaglim,distnr,drb,drbversion,magap,magapbig,nid,rb,rbversion,rfid,sigmagap,sigmagapbig,step_id_corr
"","2859422593415015041",true,4.8770137,false,"",0.061323933,0.05651557,0.056576822,"",1,true,1,17.808477,17.720999,60613.422592599876,"ZTF18accucaj","",2859422593415,98.380487,"ztf","ztf",20.293478,0.13340397,1,"d6_m7",17.7747,17.8034,2859,0.93714285,"t17_f5_c3",460120134,0.0351,0.0451,"24.5.1"
"","2859478093415015021",true,4.8770248,false,"",0.03825201,0.033608235,0.033718597,"",2,true,1,16.82439,16.687428,60613.478090300225,"ZTF18accucaj","",2859478093415,98.3804858,"ztf","ztf",20.035316,0.07151461,1,"d6_m7",16.872,16.8664,2859,0.9,"t17_f5_c3",460120234,0.0205,0.0253,"24.5.1"
"","2864337813415015027",true,4.8769988,false,"",0.035178807,0.03134665,0.031441726,"",2,true,1,16.690565,16.568628,60618.337812500075,"ZTF18accucaj","",2864337813415,98.3805078,"ztf","ztf",19.68183,0.17949592,0.9999999,"d6_m7",16.7159,16.688,2864,0.9028571,"t17_f5_c3",460120234,0.0209,0.0255,"24.5.1"
"","2864381043415015025",true,4.8769994,false,"",0.05784267,0.053425,0.05348633,"",1,true,1,17.776197,17.691183,60618.38104170002,"ZTF18accucaj","",2864381043415,98.3804989,"ztf","ztf",20.08,0.1869391,0.9999989,"d6_m7",17.7531,17.7329,2864,0.9028571,"t17_f5_c3",460120134,0.0358,0.0442,"24.5.1"
"","2868436863415015034",true,4.8770058,false,"",0.036345344,0.032134112,0.03223901,"",2,true,1,16.765682,16.635515,60622.43686340004,"ZTF18accucaj","",2868436863415,98.3804766,"ztf","ztf",19.830513,0.11271974,0.9999999,"d6_m7",16.7985,16.8011,2868,0.8585714,"t17_f5_c3",460120234,0.0201,0.0252,"24.5.1"
"","2870305043415015032",true,4.8770149,false,"",0.024723515,0.023104182,0.02315048,"",2,true,1,16.083447,16.012072,60624.30504629994,"ZTF18accucaj","",2870305043415,98.3804749,"ztf","ztf",19.879126,0.08882157,0.9998369,"d6_m7",16.0679,16.0538,2870,0.92142856,"t17_f5_c3",460120234,0.0137,0.0168,"24.5.1"
"","2870305043415025032",true,4.8770149,false,"",0.024724,0.023104703,0.023150995,"",2,false,1,16.0834,16.012028,60624.30504629994,"ZTF18accucaj",2898362613415015000,2870305043415,98.3804749,"ztf","ztf",19.8791,0.088822,"","",16.0679,16.0538,2870,0.921429,"t17_f5_c3","",0.0137,0.0168,"26.0.0"
"","2870461553415015028",true,4.8770111,false,"",0.03629679,0.03483696,0.034862846,"",1,true,1,17.034424,16.99066,60624.46155089978,"ZTF18accucaj","",2870461553415,98.3804817,"ztf","ztf",20.36394,0.094832525,1,"d6_m7",17.0634,17.064,2870,0.9357143,"t17_f5_c3",460120134,0.0192,0.0236,"24.5.1"
"","2873359143415015026",true,4.8770114,false,"",0.027216991,0.025981285,0.026001578,"",2,true,1,15.677311,15.62771,60627.359143500216,"ZTF18accucaj","",2873359143415,98.3804773,"ztf","ztf",19.98328,0.0992302,1,"d6_m7",15.685,15.6726,2873,0.9,"t17_f5_c3",460120234,0.009,0.0109,"24.5.1"
"","2874391623415015011",true,4.8770155,false,"",0.035118513,0.03338803,0.033406842,"",2,true,1,15.776961,15.72271,60628.391620399896,"ZTF18accucaj","",2874391623415,98.3804721,"ztf","ztf",19.94884,0.080539875,0.99997604,"d6_m7",15.7886,15.7639,2874,0.9185714,"t17_f5_c3",460120234,0.01,0.0121,"24.5.1"
"","2874437523415015013",true,4.8770262,false,"",0.037101347,0.036115874,0.03612691,"",1,true,1,16.576305,16.54741,60628.43752310006,"ZTF18accucaj","",2874437523415,98.3804678,"ztf","ztf",19.748411,0.054791488,0.9999988,"d6_m7",16.6112,16.592,2874,0.9342857,"t17_f5_c3",460120134,0.0231,0.0287,"24.5.1"
"","2877374963415015019",true,4.8770162,false,"",0.024916027,0.024259137,0.024266545,"",2,true,1,15.071899,15.043222,60631.37496529985,"ZTF18accucaj","",2877374963415,98.380478,"ztf","ztf",19.305761,0.08602195,0.9999999,"d6_m7",15.077,15.0661,2877,0.86,"t17_f5_c3",460120234,0.0082,0.0101,"24.5.1"
"","2877403313415015013",true,4.8770131,false,"",0.035009246,0.034461286,0.034465335,"",1,true,1,15.994364,15.977364,60631.4033102002,"ZTF18accucaj","",2877403313415,98.3804747,"ztf","ztf",19.086931,0.0693052,0.99999976,"d6_m7",16.0989,16.0844,2877,0.9185714,"t17_f5_c3",460120134,0.0212,0.0266,"24.5.1"
"","2880418143415015018",true,4.8770092,false,"",0.030870147,0.030081281,0.030093443,"",1,true,1,16.52846,16.500793,60634.41814809991,"ZTF18accucaj","",2880418143415,98.3804714,"ztf","ztf",19.69954,0.06234749,1,"d6_m7",16.5616,16.5479,2880,0.9457143,"t17_f5_c3",460120134,0.021,0.0261,"24.5.1"
"","2881324983415015055",true,4.8770012,false,"",0.06531218,0.06375527,0.063760385,"",1,true,1,16.464706,16.438599,60635.3249884001,"ZTF18accucaj","",2881324983415,98.380465,"ztf","ztf",18.18966,0.08193243,0.99991906,"d6_m7",16.4769,16.5135,2881,0.8257143,"t17_f5_c3",460120134,0.0744,0.0984,"24.5.1"
"","2881392263415015023",true,4.8770176,false,"",0.02889085,0.027640052,0.027657486,"",2,true,1,15.626197,15.578828,60635.392268499825,"ZTF18accucaj","",2881392263415,98.3804761,"ztf","ztf",20.165747,0.08160576,0.9999687,"d6_m7",15.6534,15.6355,2881,0.92,"t17_f5_c3",460120234,0.0079,0.0093,"24.5.1"
"","2883276773415015027",true,4.8769994,false,"",0.04663035,0.04501752,0.045032594,"",1,true,1,16.873959,16.836103,60637.27677079989,"ZTF18accucaj","",2883276773415,98.3804869,"ztf","ztf",20.200356,0.13017623,0.9999968,"d6_m7",16.8867,16.8701,2883,0.9357143,"t17_f5_c3",460120134,0.0183,0.0223,"24.5.1"
"","2883359023415015039",true,4.8770136,false,"",0.02481102,0.023464786,0.023496412,"",2,true,1,15.872488,15.81338,60637.35902780015,"ZTF18accucaj","",2883359023415,98.3804726,"ztf","ztf",20.315344,0.09529457,1,"d6_m7",15.8962,15.8888,2883,0.9357143,"t17_f5_c3",460120234,0.0086,0.0102,"24.5.1"
"","2886319033415015029",true,4.8770141,false,"",0.054064687,0.05057448,0.05062083,"",1,true,1,17.58079,17.509329,60640.3190394002,"ZTF18accucaj","",2886319033415,98.3804738,"ztf","ztf",20.48791,0.070803404,0.99998844,"d6_m7",17.6316,17.6503,2886,0.9442857,"t17_f5_c3",460120134,0.0305,0.0388,"24.5.1"
"","2886319033415025029",true,4.8770141,false,"",0.054065,0.050574746,0.050621096,"",1,false,1,17.5808,17.509338,60640.3190394002,"ZTF18accucaj",2913399803415015000,2886319033415,98.3804738,"ztf","ztf",20.4879,0.070803,"","",17.6316,17.6503,2886,0.944286,"t17_f5_c3","",0.0305,0.0388,"26.2.0"
"","2890372703415015070",true,4.8770286,false,"",0.046336893,0.042684488,0.042764883,"",1,true,1,17.803564,17.716465,60644.37270830013,"ZTF18accucaj","",2890372703415,98.3804874,"ztf","ztf",20.287622,0.11782377,0.99999964,"d6_m7",17.8817,17.8679,2890,0.9442857,"t17_f5_c3",460120134,0.0428,0.0533,"24.5.1"
"","2890401133415015031",true,4.8770209,false,"",0.039031398,0.034534678,0.034631852,"",2,true,1,16.76283,16.632984,60644.401134300046,"ZTF18accucaj","",2890401133415,98.3804672,"ztf","ztf",20.400219,0.06940582,0.9999999,"d6_m7",16.7898,16.774,2890,0.93,"t17_f5_c3",460120234,0.0167,0.0202,"24.5.1"
"","2892422583415015036",true,4.8770212,false,"",0.04590995,0.042335507,0.042414572,"",1,true,1,17.788948,17.702969,60646.42258099979,"ZTF18accucaj","",2892422583415,98.380476,"ztf","ztf",20.642035,0.07584548,1,"d6_m7",17.7681,17.7859,2892,0.95,"t17_f5_c3",460120134,0.0304,0.0384,"24.5.1"
"","2894375043415015048",true,4.877015,false,"",0.054803945,0.05069391,0.050756074,"",1,true,1,17.753347,17.670038,60648.37504629977,"ZTF18accucaj","",2894375043415,98.3804872,"ztf","ztf",20.792328,0.113958195,0.99999905,"d6_m7",17.7672,17.798,2894,0.94142854,"t17_f5_c3",460120134,0.0276,0.0351,"24.5.1"
"","2894419233415015028",true,4.8770151,false,"",0.030442094,0.027041584,0.027155362,"",2,true,1,16.710272,16.586224,60648.41923609981,"ZTF18accucaj","",2894419233415,98.3804776,"ztf","ztf",20.641003,0.08057798,0.9999998,"d6_m7",16.7171,16.6842,2894,0.92142856,"t17_f5_c3",460120234,0.0141,0.0166,"24.5.1"
"","2896389183415015027",true,4.877015,false,"",0.045222003,0.042088695,0.04215194,"",1,true,1,17.654825,17.578495,60650.38918979978,"ZTF18accucaj","",2896389183415,98.3804842,"ztf","ztf",20.535069,0.0974046,1,"d6_m7",17.6672,17.6353,2896,0.95428574,"t17_f5_c3",460120134,0.0294,0.0356,"26.0.0"
"","2896422383415015030",true,4.8770082,false,"",0.030189244,0.026813352,0.026928207,"",2,true,1,16.71087,16.58676,60650.4223842998,"ZTF18accucaj","",2896422383415,98.3804749,"ztf","ztf",20.45976,0.10472915,1,"d6_m7",16.7091,16.6931,2896,0.93714285,"t17_f5_c3",460120234,0.0151,0.0182,"26.0.0"
"","2898362613415015130",true,4.8770088,false,"",0.026157847,0.02369893,0.023790194,"",2,true,1,16.4978,16.39479,60652.36261569988,"ZTF18accucaj","",2898362613415,98.3804775,"ztf","ztf",20.184612,0.10975498,1,"d6_m7",16.5136,16.5131,2898,0.82857144,"t17_f5_c3",460120234,0.0146,0.0179,"26.0.0"
"","2904263813415015014",true,4.8770046,false,"",0.043300904,0.041937105,0.04195051,"",1,true,1,16.76831,16.733912,60658.26381940022,"ZTF18accucaj","",2904263813415,98.3804846,"ztf","ztf",18.952185,0.12606494,1,"d6_m7",16.8088,16.9059,2904,0.93,"t17_f5_c3",460120134,0.044,0.0615,"26.0.0"
"","2904378583415015009",true,4.8769952,false,"",0.036955606,0.035236,0.03525195,"",2,true,1,15.713497,15.662254,60658.37858799985,"ZTF18accucaj","",2904378583415,98.3804601,"ztf","ztf",17.96154,0.1517184,0.9999999,"d6_m7",15.6342,15.5977,2904,0.8357143,"t17_f5_c3",460120234,0.0485,0.0601,"26.0.0"
"","2906356363415015023",true,4.8770095,false,"",0.046010885,0.043731276,0.043762818,"",1,true,1,17.27576,17.221373,60660.35636569979,"ZTF18accucaj","",2906356363415,98.3804938,"ztf","ztf",18.950226,0.14415056,1,"d6_m7",17.3021,17.3193,2906,0.93857145,"t17_f5_c3",460120134,0.0751,0.0978,"26.0.0"
"","2906380343415015007",true,4.8770207,false,"",0.03373319,0.03130816,0.03135029,"",2,true,1,16.205162,16.125622,60660.380347200204,"ZTF18accucaj","",2906380343415,98.3804709,"ztf","ztf",19.198318,0.057200182,1,"d6_m7",16.2502,16.2276,2906,0.92714286,"t17_f5_c3",460120234,0.0267,0.0332,"26.0.0"
"","2909397473415015016",true,4.8770045,false,"",0.04564543,0.042882048,0.042929735,"",1,true,1,17.501808,17.435211,60663.3974768999,"ZTF18accucaj","",2909397473415,98.380468,"ztf","ztf",19.800388,0.075424336,1,"d6_m7",17.5541,17.5569,2909,0.9514286,"t17_f5_c3",460120134,0.0495,0.0632,"26.2.0"
"","2909459313415015016",true,4.877025,false,"",0.035484813,0.032138623,0.032208696,"",2,true,1,16.521465,16.416292,60663.45931709977,"ZTF18accucaj","",2909459313415,98.3804658,"ztf","ztf",19.800404,0.053786065,1,"d6_m7",16.5625,16.5247,2909,0.91571426,"t17_f5_c3",460120234,0.0207,0.0252,"26.2.0"
"","2911374353415015029",true,4.877014,false,"",0.028945742,0.026460636,0.02653016,"",2,true,1,16.401205,16.306593,60665.37435190007,"ZTF18accucaj","",2911374353415,98.3804738,"ztf","ztf",20.155327,0.081514634,1,"d6_m7",16.4247,16.4172,2911,0.93,"t17_f5_c3",460120234,0.0143,0.0175,"26.2.0"
"","2911431623415015033",true,4.8770266,false,"",0.05604725,0.052731473,0.05276896,"",1,true,1,17.482172,17.416733,60665.43162039993,"ZTF18accucaj","",2911431623415,98.3804753,"ztf","ztf",20.137333,0.07489297,0.999997,"d6_m7",17.5162,17.5062,2911,0.94857144,"t17_f5_c3",460120134,0.0375,0.047,"26.2.0"
"","2913399803415015015",true,4.8769938,false,"",0.03721971,0.034813467,0.0348444,"",2,true,1,16.08697,16.01537,60667.399803199805,"ZTF18accucaj","",2913399803415,98.3804699,"ztf","ztf",18.757593,0.17296362,0.9999987,"d6_m7",16.0999,16.0645,2913,0.7557143,"t17_f5_c3",460120234,0.0227,0.0278,"26.2.0"
"","2917255483415015039",true,4.8770007,false,"",0.04423635,0.042134892,0.042164963,"",1,true,1,17.227276,17.175207,60671.25548609998,"ZTF18accucaj","",2917255483415,98.3804749,"ztf","ztf",20.19338,0.102832794,0.9999999,"d6_m7",17.2465,17.2381,2917,0.9357143,"t17_f5_c3",460120134,0.0237,0.0292,"26.2.0"
"","2917381533415015037",true,4.8770205,false,"",0.039067935,0.036497697,0.036528308,"",2,true,1,16.10835,16.035374,60671.3815394002,"ZTF18accucaj","",2917381533415,98.380463,"ztf","ztf",19.370989,0.055175297,1,"d6_m7",16.1323,16.1427,2917,0.9242857,"t17_f5_c3",460120234,0.0208,0.0263,"26.2.0"
"","2921274603415015040",true,4.877013,false,"",0.027392639,0.025186514,0.025250647,"",2,true,1,16.324364,16.23596,60675.27460649982,"ZTF18accucaj","",2921274603415,98.3804751,"ztf","ztf",20.573738,0.08811999,1,"d6_m7",16.3426,16.32,2921,0.92,"t17_f5_c3",460120234,0.0107,0.0126,"26.2.0"
"","2921380483415015054",true,4.8770169,false,"",0.045481477,0.04258046,0.042633645,"",1,true,1,17.560905,17.4907,60675.38048609998,"ZTF18accucaj","",2921380483415,98.3804881,"ztf","ztf",20.502474,0.11635921,1,"d6_m7",17.5288,17.533,2921,0.92714286,"t17_f5_c3",460120134,0.0252,0.0314,"26.2.0"
"","2923274613415025041",true,4.8770165,false,"",0.029393,0.02724428,0.027293755,"",2,false,1,16.218,16.137548,60677.27461809991,"ZTF18accucaj",2952297833415015000,2923274613415,98.3804698,"ztf","ztf",20.5086,0.084094,"","",16.2248,16.222,2923,0.898571,"t17_f5_c3","",0.0101,0.012,"27.3.0"
"","2923337083415025044",true,4.8770159,false,"",0.045011,0.042962153,0.042989284,"",1,false,1,17.1799,17.130003,60677.33708330011,"ZTF18accucaj",2952297833415015000,2923337083415,98.380477,"ztf","ztf",20.358,0.072264,"","",17.2566,17.2497,2923,0.938571,"t17_f5_c3","",0.0233,0.0288,"27.3.0"
"","2925323343415015054",true,4.8770185,false,"",0.030446412,0.02794713,0.028007781,"",2,true,1,16.352669,16.262026,60679.32334489981,"ZTF18accucaj","",2925323343415,98.3804806,"ztf","ztf",20.425694,0.07788413,1,"d6_m7",16.4012,16.4039,2925,0.89857143,"t17_f5_c3",460120234,0.0116,0.0141,"26.2.0"
"","2926232473415015008",true,4.8770326,false,"",0.11763373,0.10499014,0.10501911,"",2,true,1,16.702015,16.578856,60680.232476899866,"ZTF18accucaj","",2926232473415,98.3804997,"ztf","ztf",17.57851,0.10585644,0.99999356,"d6_m7",16.7678,16.7428,2926,0.8157143,"t17_f5_c3",460120234,0.1555,0.195,"26.2.0"
"","2926256923415015049",true,4.8770535,false,"",0.097656175,0.091191255,0.09121879,"",1,true,1,17.620564,17.546524,60680.2569213002,"ZTF18accucaj","",2926256923415,98.3804701,"ztf","ztf",18.930313,0.12825118,0.9999999,"d6_m7",17.8222,17.8477,2926,0.8971428,"t17_f5_c3",460120134,0.1276,0.1671,"26.2.0"
"","2929261733415015021",true,4.8769907,false,"",0.038616214,0.034953862,0.03501945,"",2,true,1,16.532007,16.425856,60683.261736100074,"ZTF18accucaj","",2929261733415,98.3804715,"ztf","ztf",19.242523,0.17570631,0.999977,"d6_m7",16.5799,16.546,2929,0.64857143,"t17_f5_c3",460120234,0.0208,0.0254,"26.2.0"
"","2929311333415015046",true,4.87699,false,"",0.092706,0.08564531,0.085684024,"",1,false,1,17.7829,17.69738,60683.31133100018,"ZTF18accucaj",2952297833415015000,2929311333415,98.3804938,"ztf","ztf",19.1771,0.169062,"","",17.6868,17.5977,2929,0.425714,"t17_f5_c3","",0.0501,0.0587,"27.3.0"
"","2932235493415015023",true,4.8769931,false,"",0.09707103,0.08738926,0.087454155,"",1,true,1,18.102135,17.988861,60686.23549770005,"ZTF18accucaj","",2932235493415,98.3804654,"ztf","ztf",19.371044,0.102811195,0.9999995,"d6_m7",17.9699,17.9142,2932,0.9257143,"t17_f5_c3",460120134,0.0952,0.1159,"26.2.0"
"","2932337223415015026",true,4.877021,false,"",0.04426285,0.039191708,0.039277237,"",2,true,1,16.761944,16.632198,60686.33722219989,"ZTF18accucaj","",2932337223415,98.3804858,"ztf","ztf",19.515226,0.08217467,0.9999999,"d6_m7",16.7496,16.727,2932,0.9128571,"t17_f5_c3",460120234,0.0288,0.0358,"26.2.0"
"","2934254913415015012",true,4.8769969,false,"",0.056851372,0.04880777,0.04891331,"",2,true,1,17.028719,16.865435,60688.25491899997,"ZTF18accucaj","",2934254913415,98.3804729,"ztf","ztf",18.844065,0.1538178,0.99999964,"d6_m7",17.0088,17.0471,2934,0.8957143,"t17_f5_c3",460120234,0.0569,0.0754,"26.2.0"
"","2934254913415025012",true,4.8769969,false,"",0.056851,0.048807573,0.04891311,"",2,false,1,17.0287,16.865417,60688.25491899997,"ZTF18accucaj",2963359293415015000,2934254913415,98.3804729,"ztf","ztf",18.8441,0.153818,"","",17.0088,17.0471,2934,0.895714,"t17_f5_c3","",0.0569,0.0754,"27.4.0"
"","2934298073415015010",true,4.8769775,false,"",0.10916432,0.09920184,0.09924989,"",1,true,1,17.997845,17.894468,60688.29807869997,"ZTF18accucaj","",2934298073415,98.3805165,"ztf","ztf",18.707722,0.2604378,0.9999391,"d6_m7",17.9016,17.919,2934,0.70714283,"t17_f5_c3",460120134,0.1337,0.1744,"26.2.0"
"","2936237773415015009",true,4.8770879,false,"",0.107878,0.10024165,0.10027032,"",1,false,1,17.6992,17.619799,60690.23777779983,"ZTF18accucaj",2963359293415015000,2936237773415,98.3804765,"ztf","ztf",18.6291,0.254304,"","",17.7077,17.7137,2936,0.524286,"t17_f5_c3","",0.0845,0.1089,"27.4.0"
"","2936320783415015058",true,4.876993,false,"",0.03601844,0.032492414,0.032567073,"",2,true,1,16.56603,16.456665,60690.320787000004,"ZTF18accucaj","",2936320783415,98.3804887,"ztf","ztf",19.195599,0.1771565,0.9999992,"d6_m7",16.6184,16.6481,2936,0.81,"t17_f5_c3",460120234,0.0286,0.0373,"27.1.0"
"","2938312403415015032",true,4.8770185,false,"",0.03171247,0.029464023,0.029507395,"",2,true,1,16.186731,16.108484,60692.31240739999,"ZTF18accucaj","",2938312403415,98.3804813,"ztf","ztf",20.019388,0.08253795,0.99990976,"d6_m7",16.2078,16.1967,2938,0.9285714,"t17_f5_c3",460120234,0.0136,0.0166,"27.0.0"
"","2940293423415015018",true,4.8770178,false,"",0.036056746,0.032575592,0.03264808,"",2,true,1,16.549818,16.441996,60694.29342589993,"ZTF18accucaj","",2940293423415,98.3804724,"ztf","ztf",20.186684,0.070010275,1,"d6_m7",16.5575,16.5334,2940,0.9285714,"t17_f5_c3",460120234,0.0155,0.0188,"27.0.0"
"","2943237313415015013",true,4.876993,false,"",0.048266426,0.04479918,0.044829115,"",2,true,1,16.214647,16.134436,60697.2373147998,"ZTF18accucaj","",2943237313415,98.3804742,"ztf","ztf",18.463081,0.15543666,0.99999964,"d6_m7",16.2615,16.2299,2943,0.8842857,"t17_f5_c3",460120234,0.0383,0.0473,"27.1.0"
"","2943274623415015067",true,4.8770063,false,"",0.083872944,0.07973895,0.07975641,"",1,true,1,17.280916,17.226276,60697.27462959988,"ZTF18accucaj","",2943274623415,98.3804401,"ztf","ztf",18.814428,0.066942856,0.99999917,"d6_m7",17.1747,17.0596,2943,0.69142854,"t17_f5_c3",460120134,0.0672,0.0772,"27.1.0"
"","2945231413415015020",true,4.8769852,false,"",0.03546494,0.032674696,0.032723047,"",2,true,1,16.310991,16.223627,60699.23141200002,"ZTF18accucaj","",2945231413415,98.3804826,"ztf","ztf",19.49683,0.19980353,0.99328285,"d6_m7",16.3691,16.3202,2945,0.47,"t17_f5_c3",460120234,0.0131,0.0155,"27.3.0"
"","2945336963415015030",true,4.8769969,false,"",0.05715551,0.053864304,0.053899124,"",1,true,1,17.451885,17.388195,60699.336967600044,"ZTF18accucaj","",2945336963415,98.380469,"ztf","ztf",19.869825,0.092555024,0.9999385,"d6_m7",17.4571,17.4912,2945,0.8042857,"t17_f5_c3",460120134,0.0294,0.0379,"27.3.0"
"","2952297833415015019",true,4.8770133,false,"",0.05075147,0.04741947,0.047470387,"",1,true,1,17.597986,17.525421,60706.2978356001,"ZTF18accucaj","",2952297833415,98.380484,"ztf","ztf",20.439272,0.103951745,1,"d6_m7",17.6317,17.6407,2952,0.95428574,"t17_f5_c3",460120134,0.0302,0.038,"27.3.0"
"","2963359293415015011",true,4.8769536,false,"",0.08597145,0.08214688,0.082160704,"",1,true,1,17.164865,17.11564,60717.35929400008,"ZTF18accucaj","",2963359293415,98.3804683,"ztf","ztf",18.270662,0.24615483,0.9999095,"d6_m7",17.0407,17.0881,2963,0.5957143,"t17_f5_c3",460120134,0.0891,0.1194,"27.4.0"
"","2968210783415015050",true,4.8770058,false,"",0.031169113,0.028219273,0.028298656,"",2,true,1,16.518463,16.413567,60722.210787000135,"ZTF18accucaj","",2968210783415,98.3804779,"ztf","ztf",19.843988,0.119328,1,"d6_m7",16.5406,16.5075,2968,0.8657143,"t17_f5_c3",460120234,0.0174,0.0211,"27.4.0"
"","2968260113415015020",true,4.8769956,false,"",0.06013356,0.056615673,0.056649923,"",1,true,1,17.471085,17.40629,60722.26011569984,"ZTF18accucaj","",2968260113415,98.3804705,"ztf","ztf",19.307116,0.106738545,0.9999926,"d6_m7",17.4443,17.445,2968,0.9442857,"t17_f5_c3",460120134,0.0568,0.0725,"27.4.0"
"","2970326633415015030",true,4.8770024,false,"",0.030444756,0.028512593,0.028548555,"",2,true,1,16.05875,15.98893,60724.32663189992,"ZTF18accucaj","",2970326633415,98.3804691,"ztf","ztf",19.664392,0.12602612,0.9999999,"d6_m7",16.0654,16.0443,2970,0.87857145,"t17_f5_c3",460120234,0.0132,0.016,"27.4.0"
"","2972305183415015021",true,4.877026,false,"",0.031087406,0.029268296,0.029298216,"",2,true,1,15.967539,15.90318,60726.30518520018,"ZTF18accucaj","",2972305183415,98.3804761,"ztf","ztf",20.134048,0.058943436,1,"d6_m7",15.9979,15.9953,2972,0.92142856,"t17_f5_c3",460120234,0.01,0.0121,"27.4.0"
"","2974215403415015032",true,4.8770088,false,"",0.025127573,0.023513181,0.023557084,"",2,true,1,16.062784,15.992712,60728.215405100025,"ZTF18accucaj","",2974215403415,98.3804637,"ztf","ztf",20.269018,0.11420444,1,"d6_m7",16.0799,16.0686,2974,0.93285716,"t17_f5_c3",460120234,0.0099,0.0118,"27.4.0"
"","2974249463415015026",true,4.8770205,false,"",0.033979606,0.03236972,0.032407902,"",1,true,1,17.2133,17.161882,60728.24946760014,"ZTF18accucaj","",2974249463415,98.3804778,"ztf","ztf",20.284,0.08491911,1,"d6_m7",17.2517,17.257,2974,0.95714283,"t17_f5_c3",460120134,0.0244,0.0306,"27.4.0"
"","2976216453415015037",true,4.8770112,false,"",0.031192219,0.029470703,0.029497195,"",2,true,1,15.901488,15.840824,60730.21645830013,"ZTF18accucaj","",2976216453415,98.3804659,"ztf","ztf",20.139994,0.08991536,0.9999999,"d6_m7",15.9042,15.8858,2976,0.87857145,"t17_f5_c3",460120234,0.009,0.0107,"27.4.0"
"","2976239473415015036",true,4.8770149,false,"",0.031653866,0.030630993,0.030649966,"",1,true,1,16.787151,16.75216,60730.23947919998,"ZTF18accucaj","",2976239473415,98.3804816,"ztf","ztf",20.278856,0.08745909,1,"d6_m7",16.8028,16.797,2976,0.92714286,"t17_f5_c3",460120134,0.0164,0.0201,"27.4.0"
"","2978172613415015045",true,4.8770254,false,"",0.032022417,0.030872654,0.03089582,"",1,true,1,16.903673,16.864788,60732.172615699936,"ZTF18accucaj","",2978172613415,98.3804671,"ztf","ztf",20.56151,0.054787334,1,"d6_m7",16.9336,16.9243,2978,0.9342857,"t17_f5_c3",460120134,0.0164,0.0199,"27.4.0"
"","2985166113415015031",true,4.8770162,false,"",0.050805654,0.047613174,0.0476597,"",1,true,1,17.548004,17.478601,60739.1661111,"ZTF18accucaj","",2985166113415,98.3804819,"ztf","ztf",20.076605,0.10126032,1,"d6_m7",17.5747,17.5137,2985,0.94285715,"t17_f5_c3",460120134,0.038,0.0455,"27.4.0"
"","2985193493415015053",true,4.877025,false,"",0.049482245,0.04467711,0.044731643,"",2,true,1,16.568335,16.458748,60739.193495399784,"ZTF18accucaj","",2985193493415,98.3804714,"ztf","ztf",19.098566,0.038923047,0.99995935,"d6_m7",16.5555,16.5786,2985,0.9,"t17_f5_c3",460120234,0.0407,0.0529,"27.4.0"
"","2989165483415015011",true,4.8770194,false,"",0.036065817,0.032474946,0.03255216,"",2,true,1,16.585949,16.474659,60743.16548610013,"ZTF18accucaj","",2989165483415,98.3804766,"ztf","ztf",19.50611,0.06890001,1,"d6_m7",16.6062,16.6147,2989,0.9185714,"t17_f5_c3",460120234,0.0264,0.0338,"27.4.0"
"","2989222323415015017",true,4.8770182,false,"",0.060308907,0.056595612,0.05663353,"",1,true,1,17.529572,17.461302,60743.222326400224,"ZTF18accucaj","",2989222323415,98.3804728,"ztf","ztf",19.348934,0.067399874,1,"d6_m7",17.6384,17.6547,2989,0.94857144,"t17_f5_c3",460120134,0.0727,0.0944,"27.4.0"
"","2997167973415015014",true,4.8770238,false,"",0.051032934,0.04809789,0.04813658,"",1,true,1,17.447441,17.384003,60751.167974499986,"ZTF18accucaj","",2997167973415,98.3804797,"ztf","ztf",20.444246,0.08871094,0.99999994,"d6_m7",17.5059,17.5093,2997,0.9442857,"t17_f5_c3",460120134,0.0279,0.0349,"27.5.2"
"","2997235353415015015",true,4.8770062,false,"",0.056315593,0.049213227,0.049296647,"",2,true,1,16.886637,16.74211,60751.23535879981,"ZTF18accucaj","",2997235353415,98.3804487,"ztf","ztf",18.023323,0.13719593,0.99999803,"d6_m7",16.9208,16.7862,2997,0.7342857,"t17_f5_c3",460120234,0.154,0.1747,"27.4.0"
"","3000247673415015005",true,4.8770613,false,"",0.12349693,0.11013395,0.11016195,"",2,true,1,16.710402,16.58634,60754.24767359998,"ZTF18accucaj","",3000247673415,98.3804829,"ztf","ztf",17.16798,0.08653503,0.9904434,"d6_m7",16.6424,16.1663,3000,0.7214286,"t17_f5_c3",460120234,0.2546,0.2109,"27.5.0"
"","3002141083415015035",true,4.8770117,false,"",0.066178225,0.058576554,0.058702342,"",1,true,1,18.261518,18.131369,60756.14108800003,"ZTF18accucaj","",3002141083415,98.3804797,"ztf","ztf",20.341717,0.08659526,1,"d6_m7",18.2359,18.2607,3002,0.95285714,"t17_f5_c3",460120134,0.0568,0.0735,"27.5.0"
"","3002256823415015033",true,4.876995,false,"",0.051332325,0.04309511,0.043247107,"",2,true,1,17.182337,16.996252,60756.25682870019,"ZTF18accucaj","",3002256823415,98.3804716,"ztf","ztf",19.498352,0.1703743,0.99999964,"d6_m7",17.2429,17.2177,3002,0.88714284,"t17_f5_c3",460120234,0.0389,0.0482,"27.5.0"
